Date,Team_base,Time,Opponent,Rank_base,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day,__key,Rank_cfn,Team_cfn,FiveYearAvgAttendance,FiveYearCapacityPct,2022AvgAttendance,2022CapacityPct,FiveYearCapacityPct_f,2022CapacityPct_f,AutoCapacity,AutoFillRate,Team
9/17/2005,Penn State,3:30 PM,Central Michigan*,NR,"Beaver StadiumUniversity Park, PA",ESPN+,W 403,100276,2,0,107282,0.934695475,False,True,0.03,0.0,0.0,82,66,NR,Big-10,2005,9,17,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/1/2005,Penn State,3:30 PM,No. 18 Minnesota,NR,"Beaver StadiumUniversity Park, PA (Governor's Victory Bell)",ABC,W 4414,106604,4,0,107282,0.993680207,False,True,0.0,0.0,0.0,65,41,18,Big-10,2005,10,1,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/8/2005,Penn State,7:45 PM,No. 6 Ohio State,16,"Beaver StadiumUniversity Park, PA (rivalry) (College GameDay)",ESPN,W 1710,109839,5,0,107282,1.02383438,False,True,2.83,0.0,0.0,69,53,6,Big-10,2005,10,8,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/29/2005,Penn State,3:30 PM,Purdue,11,"Beaver StadiumUniversity Park, PA",ABC,W 3315,109467,7,1,107282,1.020366884,False,True,0.0,0.0,0.0,47,36,NR,Big-10,2005,10,29,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/5/2005,Penn State,3:30 PM,No. 14 Wisconsin,10,"Beaver StadiumUniversity Park, PA",ABC,W 3514,109865,8,1,107282,1.024076732,False,True,0.0,0.0,0.0,71,41,14,Big-10,2005,11,5,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/2/2006,Penn State,3:30 PM,Akron*,19,"Beaver StadiumUniversity Park, PA",ESPN2,W 3416,106505,0,0,107282,0.992757406,False,True,1.85,0.0,0.0,64,52,NR,Big-10,2006,9,2,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/16/2006,Penn State,3:30 PM,Youngstown State*,25,"Beaver StadiumUniversity Park, PA",ESPNU,W 373,104953,1,1,107282,0.97829086,False,True,0.02,0.0,0.0,71,60,NR,Big-10,2006,9,16,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/30/2006,Penn State,3:30 PM,Northwestern,NR,"Beaver StadiumUniversity Park, PA",ABC,W 337,108837,2,2,107282,1.01449451,False,True,0.0,0.0,0.0,59,40,NR,Big-10,2006,9,30,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/14/2006,Penn State,8:00 PM,No. 4 Michigan,NR,"Beaver StadiumUniversity Park, PA",ABC,L 1017,110007,4,2,107282,1.025400347,False,True,0.0,0.0,0.0,52,33,4,Big-10,2006,10,14,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/21/2006,Penn State,12:00 PM,Illinois,NR,"Beaver StadiumUniversity Park, PA",ESPN2,W 2612,108112,4,3,107282,1.007736619,False,True,0.22,0.0,0.0,50,42,NR,Big-10,2006,10,21,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/11/2006,Penn State,3:30 PM,Temple*,NR,"Beaver StadiumUniversity Park, PA",ESPN+,W 470,105950,6,4,107282,0.987584124,False,True,0.0,0.0,0.0,65,44,NR,Big-10,2006,11,11,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/18/2006,Penn State,12:00 PM,Michigan State,NR,"Beaver StadiumUniversity Park, PA (Land Grant Trophy)",ESPN2,W 1713,108607,7,4,107282,1.012350627,False,True,0.0,0.0,0.0,50,38,NR,Big-10,2006,11,18,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/1/2007,Penn State,12:00 PM,Florida International*,17,"Beaver StadiumUniversity Park, PA",BTN,W 590,107678,0,0,107282,1.003691206,False,True,0.0,0.0,0.0,76,53,NR,Big-10,2007,9,1,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/8/2007,Penn State,6:00 PM,Notre Dame*,14,"Beaver StadiumUniversity Park, PA",ESPN,W 3110,110078,1,0,107282,1.026062154,False,True,0.0,0.0,0.0,88,71,NR,Big-10,2007,9,8,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/15/2007,Penn State,12:00 PM,Buffalo*,12,"Beaver StadiumUniversity Park, PA",BTN,W 4524,107506,2,0,107282,1.002087955,False,True,0.35,0.0,0.0,70,53,NR,Big-10,2007,9,15,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/6/2007,Penn State,3:30 PM,Iowa,NR,"Beaver StadiumUniversity Park, PA",ABC,W 277,108951,3,2,107282,1.01555713,False,True,0.0,0.0,0.0,82,61,NR,Big-10,2007,10,6,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/13/2007,Penn State,3:30 PM,No. 19 Wisconsin,NR,"Beaver StadiumUniversity Park, PA",ABC,W 387,109574,4,2,107282,1.021364255,False,True,0.0,0.0,0.0,56,40,19,Big-10,2007,10,13,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/27/2007,Penn State,8:00 PM,No. 1 Ohio State,24,"Beaver StadiumUniversity Park, PA (rivalry) (College GameDay)",ABC,L 1737,110134,6,2,107282,1.026584143,False,True,0.69,0.0,0.0,55,49,1,Big-10,2007,10,27,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/3/2007,Penn State,12:00 PM,Purdue,NR,"Beaver StadiumUniversity Park, PA",ESPN,W 2619,108318,6,3,107282,1.009656792,False,True,0.0,0.0,0.0,56,28,NR,Big-10,2007,11,3,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
8/30/2008,Penn State,12:00 PM,Coastal Carolina*,22,"Beaver StadiumUniversity Park, PA",BTN,W 6610,106577,0,0,107282,0.993428534,False,True,0.01,0.0,0.0,70,62,NR,Big-10,2008,8,30,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/6/2008,Penn State,3:30 PM,Oregon State[21]*,19,"Beaver StadiumUniversity Park, PA",ABC/ESPN2,W 4514,108159,1,0,107282,1.008174717,False,True,0.09,0.0,0.0,88,69,21,Big-10,2008,9,6,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/20/2008,Penn State,12:00 PM,Temple[23]*,16,"Beaver StadiumUniversity Park, PA",BTN,W 453,105106,3,0,107282,0.979717008,False,True,0.0,0.0,0.0,69,47,23,Big-10,2008,9,20,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/27/2008,Penn State,8:00 PM,No. 22 Illinois,12,"Beaver StadiumUniversity Park, PA",ABC,W 3824,109626,4,0,107282,1.021848959,False,True,0.55,0.0,0.0,64,54,22,Big-10,2008,9,27,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/18/2008,Penn State,4:30 PM,Michigan,3,"Beaver StadiumUniversity Park, PA",ESPN,W 4617,110017,7,0,107282,1.025493559,False,True,0.0,0.0,0.0,54,37,NR,Big-10,2008,10,18,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/15/2008,Penn State,12:00 PM,Indiana,7,"Beaver StadiumUniversity Park, PA",BTN,W 347,108447,9,1,107282,1.010859231,False,True,0.13,0.0,0.0,53,47,NR,Big-10,2008,11,15,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/22/2008,Penn State,3:30 PM,No. 17 Michigan State,7,"Beaver StadiumUniversity Park, PA (Land Grant Trophy)",ABC,W 4918,109845,10,1,107282,1.023890308,False,True,0.06,1.4,1.0,30,20,17,Big-10,2008,11,22,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/5/2009,Penn State,12:00 PM,Akron[20]*,9,"Beaver StadiumUniversity Park, PA",BTN,W 317,104968,0,0,107282,0.978430678,False,True,0.0,0.0,0.0,77,54,20,Big-10,2009,9,5,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/12/2009,Penn State,12:00 PM,Syracuse*,7,"Beaver StadiumUniversity Park, PA (rivalry)",BTN,W 287,106387,1,0,107282,0.991657501,False,True,0.99,0.0,0.0,59,54,NR,Big-10,2009,9,12,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/19/2009,Penn State,12:00 PM,Temple*,5,"Beaver StadiumUniversity Park, PA",BTN,W 316,105514,2,0,107282,0.983520069,False,True,0.0,0.0,0.0,74,50,NR,Big-10,2009,9,19,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/10/2009,Penn State,12:00 PM,Eastern Illinois*,14,"Beaver StadiumUniversity Park, PA",ESPNC,W 523,104488,4,1,107282,0.973956489,False,True,0.29,0.0,0.0,64,53,NR,Big-10,2009,10,10,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/17/2009,Penn State,3:30 PM,Minnesota,14,"Beaver StadiumUniversity Park, PA (Governor's Victory Bell)",ABC/ESPN,W 200,107981,5,1,107282,1.006515538,False,True,0.28,0.1,2.0,35,32,NR,Big-10,2009,10,17,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/7/2009,Penn State,3:30 PM,No. 12 Ohio State,11,"Beaver StadiumUniversity Park, PA (rivalry)",ABC/ESPN2,L 724,110033,8,1,107282,1.025642699,False,True,0.0,0.0,0.0,46,28,12,Big-10,2009,11,7,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/14/2009,Penn State,12:00 PM,Indiana,19,"Beaver StadiumUniversity Park, PA",BTN,W 3120,107379,8,2,107282,1.000904159,False,True,0.0,0.0,0.0,60,41,NR,Big-10,2009,11,14,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/4/2010,Penn State,12:00 PM,Youngstown State*,19,"Beaver StadiumUniversity Park, PA",BTN,W 4414,101213,0,0,107282,0.943429466,False,True,0.0,0.0,0.0,89,59,NR,Big-10,2010,9,4,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/18/2010,Penn State,12:00 PM,Kent State*,22,"Beaver StadiumUniversity Park, PA",ESPN2,W 240,100610,1,1,107282,0.937808766,False,True,0.01,0.0,0.0,64,48,NR,Big-10,2010,9,18,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/25/2010,Penn State,3:30 PM,Temple*,23,"Beaver StadiumUniversity Park, PA",BTN,W 2213,104840,2,1,107282,0.977237561,False,True,0.0,0.0,0.0,88,63,NR,Big-10,2010,9,25,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/9/2010,Penn State,12:00 PM,Illinois,NR,"Beaver StadiumUniversity Park, PA",ESPN2,L 1333,107638,3,2,107282,1.003318357,False,True,0.0,0.0,0.0,72,46,NR,Big-10,2010,10,9,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/30/2010,Penn State,8:00 PM,Michigan,NR,"Beaver StadiumUniversity Park, PA",ESPN,W 4131,108539,4,3,107282,1.011716784,False,True,0.02,0.0,0.0,49,34,NR,Big-10,2010,10,30,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/6/2010,Penn State,3:30 PM,Northwestern,NR,"Beaver StadiumUniversity Park, PA",ABC/ESPN2,W 3521,104147,5,3,107282,0.97077795,False,True,0.01,0.0,0.0,46,32,NR,Big-10,2010,11,6,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/27/2010,Penn State,12:00 PM,No. 10 Michigan State,NR,"Beaver StadiumUniversity Park, PA (Land Grant Trophy)",ESPN2,L 2228,102649,7,4,107282,0.95681475,False,True,0.0,0.0,0.0,42,29,10,Big-10,2010,11,27,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/3/2011,Penn State,12:00 PM,Indiana State*,NR,"Beaver StadiumUniversity Park, PA",BTN,W 417,96461,0,0,106572,0.905125174,False,True,0.0,0.0,0.0,76,68,NR,Big-10,2011,9,3,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/10/2011,Penn State,3:30 PM,No. 3 Alabama*,23,"Beaver StadiumUniversity Park, PA (rivalry)",ABC,L 1127,107846,1,0,106572,1.011954359,False,True,0.09,0.0,0.0,74,65,3,Big-10,2011,9,10,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/24/2011,Penn State,12:00 PM,Eastern Michigan*,24,"Beaver StadiumUniversity Park, PA",ESPN2,W 346,95636,2,1,106572,0.897383928,False,True,0.39,0.0,0.0,70,57,NR,Big-10,2011,9,24,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/8/2011,Penn State,3:30 PM,Iowa,21,"Beaver StadiumUniversity Park, PA",ABC/ESPN,W 133,103497,4,1,106572,0.971146267,False,True,0.0,0.0,0.0,68,43,NR,Big-10,2011,10,8,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/15/2011,Penn State,12:00 PM,Purdue,20,"Beaver StadiumUniversity Park, PA",BTN,W 2318,100820,5,1,106572,0.946027099,False,True,0.39,0.0,0.0,62,49,NR,Big-10,2011,10,15,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/29/2011,Penn State,3:30 PM,Illinois,17,"Beaver StadiumUniversity Park, PA",ABC/ESPN2,W 107,97828,7,1,106572,0.917952183,False,True,0.19,0.0,0.0,41,31,NR,Big-10,2011,10,29,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/12/2011,Penn State,12:00 PM,No. 19 Nebraska,12,"Beaver StadiumUniversity Park, PA",ESPN,L 1417,107193,8,1,106572,1.005827047,False,True,0.0,0.0,0.0,40,32,19,Big-10,2011,11,12,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/1/2012,Penn State,12:00 PM,Ohio*,NR,"Beaver StadiumUniversity Park, PA",ESPN,L 1424,97186,0,0,106572,0.911928086,True,True,0.0,0.0,0.0,87,60,NR,Big-10,2012,9,1,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/15/2012,Penn State,3:30 PM,Navy*,NR,"Beaver StadiumUniversity Park, PA",ABC/ESPN2,W 347,98792,0,2,106572,0.92699771,True,True,0.05,0.0,0.0,79,50,NR,Big-10,2012,9,15,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/22/2012,Penn State,3:30 PM,Temple*,NR,"Beaver StadiumUniversity Park, PA",ABC/ESPN2,W 2413,93680,1,2,106572,0.879030139,True,True,0.03,0.0,0.0,74,57,NR,Big-10,2012,9,22,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/6/2012,Penn State,12:00 PM,No. 24 Northwestern,NR,"Beaver StadiumUniversity Park, PA",ESPN,W 3928,95769,3,2,106572,0.898631911,True,True,0.03,0.0,0.0,75,57,24,Big-10,2012,10,6,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/27/2012,Penn State,5:30 PM,No. 9 Ohio State,NR,"Beaver StadiumUniversity Park, PA (rivalry)",ESPN,L 2335,107818,5,2,106572,1.011691626,True,True,0.0,0.0,0.0,62,59,9,Big-10,2012,10,27,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/17/2012,Penn State,12:00 PM,Indiana,NR,"Beaver StadiumUniversity Park, PA",BTN,W 4522,90358,6,4,106572,0.847858725,True,True,0.0,0.0,0.0,49,26,NR,Big-10,2012,11,17,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/24/2012,Penn State,3:30 PM,Wisconsin,NR,"Beaver StadiumUniversity Park, PA",ESPN2,W 2421 OT,93505,7,4,106572,0.877388057,True,True,0.01,0.0,0.0,53,31,NR,Big-10,2012,11,24,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/7/2013,Penn State,12:00 PM,Eastern Michigan*,NR,"Beaver StadiumUniversity Park, PA",BTN,W 457,92863,1,0,106572,0.871363961,False,True,0.0,0.0,0.0,68,48,NR,Big-10,2013,9,7,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/14/2013,Penn State,6:00 PM,UCF*,NR,"Beaver StadiumUniversity Park, PA",BTN,L 3134,92855,2,0,106572,0.871288894,False,True,0.0,0.0,0.0,65,50,NR,Big-10,2013,9,14,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/21/2013,Penn State,3:30 PM,Kent State*,NR,"Beaver StadiumUniversity Park, PA",BTN,W 340,92371,2,1,106572,0.866747363,False,True,0.03,0.0,0.0,77,53,NR,Big-10,2013,9,21,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/12/2013,Penn State,5:00 PM,No. 18 Michigan,NR,"Beaver StadiumUniversity Park, PA",ESPN,W 4340 4OT,107884,3,2,106572,1.012310926,False,True,0.25,0.0,0.0,55,49,18,Big-10,2013,10,12,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/2/2013,Penn State,12:00 PM,Illinois,NR,"Beaver StadiumUniversity Park, PA",ESPN,W 2417 OT,95131,4,3,106572,0.892645348,False,True,0.0,0.0,0.0,64,43,NR,Big-10,2013,11,2,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/16/2013,Penn State,12:00 PM,Purdue,NR,"Beaver StadiumUniversity Park, PA",BTN,W 4521,96491,5,4,106572,0.905406673,False,True,0.0,0.0,0.0,56,33,NR,Big-10,2013,11,16,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/23/2013,Penn State,3:30 PM,Nebraska,NR,"Beaver StadiumUniversity Park, PA",BTN,L 2023 OT,98517,6,4,106572,0.924417295,False,True,0.02,0.0,0.0,49,30,NR,Big-10,2013,11,23,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/6/2014,Penn State,12:00 PM,Akron*,NR,"Beaver StadiumUniversity Park, PA",ABC/ESPN2,W 213,97354,1,0,106572,0.913504485,True,True,0.0,0.0,0.0,83,70,NR,Big-10,2014,9,6,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/20/2014,Penn State,4:00 PM,Massachusetts*,NR,"Beaver StadiumUniversity Park, PA",BTN,W 487,99155,3,0,106572,0.930403858,True,True,0.0,0.0,0.0,68,49,NR,Big-10,2014,9,20,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/27/2014,Penn State,12:00 PM,Northwestern,NR,"Beaver StadiumUniversity Park, PA",BTN,L 629,102910,4,0,106572,0.965638254,True,True,0.0,0.0,0.0,70,49,NR,Big-10,2014,9,27,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/25/2014,Penn State,8:00 PM,No. 12 Ohio State,NR,"Beaver StadiumUniversity Park, PA (rivalry)",ABC,L 2431 2OT,107895,4,2,106572,1.012414143,True,True,0.0,0.0,0.0,60,45,12,Big-10,2014,10,25,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/1/2014,Penn State,12:00 PM,Maryland,NR,"Beaver StadiumUniversity Park, PA (rivalry)",ESPN2,L 1920,103969,4,3,106572,0.975575198,True,True,0.0,0.0,0.0,48,41,NR,Big-10,2014,11,1,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/15/2014,Penn State,12:00 PM,Temple*,NR,"Beaver StadiumUniversity Park, PA",ESPN2,W 3013,100173,5,4,106572,0.939956086,True,True,0.0,0.0,0.0,34,28,NR,Big-10,2014,11,15,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/29/2014,Penn State,3:30 PM,No. 10 Michigan State,NR,"Beaver StadiumUniversity Park, PA (Land Grant Trophy)",ABC/ESPN2,L 1034,99902,6,5,106572,0.937413204,True,True,0.05,0.8,3.0,28,22,10,Big-10,2014,11,29,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/12/2015,Penn State,12:00 PM,Buffalo*,NR,"Beaver StadiumUniversity Park, PA",ESPN2,W 2714,93065,0,1,106572,0.873259393,False,True,0.01,0.0,0.0,78,53,NR,Big-10,2015,9,12,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/19/2015,Penn State,8:00 PM,Rutgers,NR,"Beaver StadiumUniversity Park, PA",BTN,W 283,103323,1,1,106572,0.969513568,False,True,0.0,0.0,0.0,83,56,NR,Big-10,2015,9,19,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
9/26/2015,Penn State,3:30 PM,San Diego State*,NR,"Beaver StadiumUniversity Park, PA",BTN,W 3721,95107,2,1,106572,0.892420148,False,True,0.0,0.0,0.0,71,55,NR,Big-10,2015,9,26,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/3/2015,Penn State,12:00 PM,Army*,NR,"Beaver StadiumUniversity Park, PA",ESPNU,W 2014,107387,3,1,106572,1.007647412,False,True,0.37,0.0,0.0,51,43,NR,Big-10,2015,10,3,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/10/2015,Penn State,12:00 PM,Indiana,NR,"Beaver StadiumUniversity Park, PA",ESPN,W 297,97873,4,1,106572,0.918374432,False,True,0.15,0.0,0.0,73,46,NR,Big-10,2015,10,10,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
10/31/2015,Penn State,12:00 PM,Illinois,NR,"Beaver StadiumUniversity Park, PA",ESPN2,W 390,94417,6,2,106572,0.885945652,False,True,0.0,0.0,0.0,51,34,NR,Big-10,2015,10,31,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
11/21/2015,Penn State,12:00 PM,No. 14 Michigan,NR,"Beaver StadiumUniversity Park, PA",ABC,L 1628,107418,7,3,106572,1.007938295,False,True,0.0,0.0,0.0,48,29,14,Big-10,2015,11,21,penn state,2.0,Penn State,84455.0,82.21%,97213.0,94.63%,0.8220999999999999,0.9462999999999999,102729.57835781465,0.8220999999999999,Penn State
